PassengerId,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Rank_A,Rank_B,Rank_C,Rank_D,Rank_E,Rank_F,Rank_G,Rank_T,Embarked_C,Embarked_Q,Embarked_S,SurvivedFamily,Survived
195,0.5490417136414881,0.0,0.0,0.05410739813385612,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7619047619047619,1
196,0.7244143805586872,0.0,0.0,0.2859895551532101,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
197,0.3736690467242891,0.0,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
198,0.5239884755104597,0.0,0.1111111111111111,0.01640390592611157,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.42857142857142855,0
199,0.3736690467242891,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
200,0.2985093323312038,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
201,0.3486158085932607,0.0,0.0,0.018542765081513996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
202,0.3736690467242891,1.0,0.2222222222222222,0.13575255909676823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5194805194805194,0
203,0.42377552298634596,0.0,0.0,0.012678957201736696,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
204,0.5678316422397595,0.0,0.0,0.014102260811993537,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0
205,0.22334961793811847,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
206,0.02292371288989102,0.0,0.1111111111111111,0.02042143996477265,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.2857142857142857,0
207,0.3987222848553175,0.125,0.0,0.030937139635999665,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
208,0.32356257046223225,0.0,0.0,0.036670757786204655,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
209,0.19829637980709008,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
210,0.4989352373794313,0.0,0.0,0.060507970265993034,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
211,0.2985093323312038,0.0,0.0,0.013760683560491965,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
212,0.4363021420518602,0.0,0.0,0.04098927018018883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
213,0.27345609420017536,0.0,0.0,0.014151057562208049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
214,0.3736690467242891,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
215,0.3736690467242891,0.125,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2857142857142857,0
216,0.3861956657898033,0.125,0.0,0.22109807522194713,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7619047619047619,1
217,0.33608918952774647,0.0,0.0,0.015468569817999833,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
218,0.5239884755104597,0.125,0.0,0.05270049023167135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
219,0.3987222848553175,0.0,0.0,0.14891148113361488,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5714285714285714,1
220,0.3736690467242891,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,0
221,0.19829637980709008,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
222,0.33608918952774647,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
223,0.6367280471000877,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
224,0.3736690467242891,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
225,0.47388199924840285,0.125,0.0,0.17566830077223786,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7619047619047619,1
226,0.27345609420017536,0.0,0.0,0.01824998458022693,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
227,0.2358762370036327,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
228,0.254666165601904,0.0,0.0,0.014151057562208049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
229,0.22334961793811847,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
230,0.3736690467242891,0.375,0.1111111111111111,0.04970768794751499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4571428571428572,0
231,0.4363021420518602,0.125,0.0,0.16293234896625058,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7142857142857143,1
232,0.36114242765877486,0.0,0.0,0.015175789316712771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
233,0.7369409996242015,0.0,0.0,0.026350245115835676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
234,0.06050357008643367,0.5,0.2222222222222222,0.061264319894317944,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,1
235,0.2985093323312038,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
236,0.3736690467242891,0.0,0.0,0.014736618564782174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
237,0.5490417136414881,0.125,0.0,0.050748620223090936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
238,0.09808342728297632,0.0,0.2222222222222222,0.05123658772523604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,1
239,0.2358762370036327,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
240,0.41124890392083174,0.0,0.0,0.023959204355324663,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
241,0.3736690467242891,0.125,0.0,0.028212719478023115,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
242,0.3736690467242891,0.125,0.0,0.030253985132996517,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7619047619047619,1
243,0.36114242765877486,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
244,0.27345609420017536,0.0,0.0,0.013907073811135496,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
245,0.3736690467242891,0.0,0.0,0.014102260811993537,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
246,0.5490417136414881,0.25,0.0,0.17566830077223786,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5714285714285714,0
247,0.311035951396718,0.0,0.0,0.015175789316712771,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
248,0.2985093323312038,0.0,0.2222222222222222,0.028302115124416098,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,1
249,0.46135538018288863,0.125,0.1111111111111111,0.10257896680493714,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8571428571428571,1
250,0.6743079042966303,0.125,0.0,0.050748620223090936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,0
251,0.3736690467242891,0.0,0.0,0.014151057562208049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
252,0.36114242765877486,0.125,0.1111111111111111,0.02042143996477265,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.2857142857142857,0
253,0.7745208568207441,0.0,0.0,0.051822148727810165,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0
254,0.3736690467242891,0.125,0.0,0.031425107138144774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
255,0.5114618564449455,0.0,0.2222222222222222,0.039452172548431745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.380952380952381,0
256,0.36114242765877486,0.0,0.2222222222222222,0.029757819776815374,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
257,0.3736690467242891,0.0,0.0,0.15458810467956932,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
258,0.3736690467242891,0.0,0.0,0.16883675574220638,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
259,0.4363021420518602,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
260,0.6242014280345735,0.0,0.1111111111111111,0.050748620223090936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
261,0.3736690467242891,0.0,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,0
262,0.035450331955405236,0.5,0.2222222222222222,0.061264319894317944,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,1
263,0.6492546661656019,0.125,0.1111111111111111,0.1554664461834305,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7619047619047619,0
264,0.4989352373794313,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0
265,0.3736690467242891,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
266,0.4488287611173744,0.0,0.0,0.020494635090094415,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
267,0.19829637980709008,0.5,0.1111111111111111,0.07746484096553544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4761904761904762,0
268,0.311035951396718,0.125,0.0,0.015175789316712771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
269,0.7244143805586872,0.0,0.1111111111111111,0.2995388511917728,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7619047619047619,1
270,0.4363021420518602,0.0,0.0,0.2647385704347907,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,1
271,0.3736690467242891,0.0,0.0,0.060507970265993034,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
272,0.311035951396718,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
273,0.5114618564449455,0.0,0.1111111111111111,0.0380614651673182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,1
274,0.46135538018288863,0.0,0.1111111111111111,0.057970539254838485,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0
275,0.3736690467242891,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
276,0.7870474758862583,0.125,0.0,0.15216446768991498,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5714285714285714,1
277,0.5615683327070023,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
278,0.3736690467242891,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
279,0.08555680821746212,0.5,0.1111111111111111,0.056848213999904744,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4761904761904762,0
280,0.4363021420518602,0.125,0.1111111111111111,0.03952536767375352,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
281,0.8121007140172868,0.0,0.0,0.015126992566498259,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
282,0.3486158085932607,0.0,0.0,0.015330377421392339,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.380952380952381,0
283,0.19829637980709008,0.0,0.0,0.018542765081513996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
284,0.2358762370036327,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
285,0.3736690467242891,0.0,0.0,0.050748620223090936,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
286,0.41124890392083174,0.0,0.0,0.016908073949327893,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0
287,0.3736690467242891,0.0,0.0,0.018542765081513996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
288,0.27345609420017536,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
289,0.5239884755104597,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
290,0.27345609420017536,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
291,0.32356257046223225,0.0,0.0,0.15390495017656614,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
292,0.2358762370036327,0.125,0.0,0.17777475888549785,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8571428571428571,1
293,0.4488287611173744,0.0,0.0,0.025130326360472913,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0
294,0.2985093323312038,0.0,0.0,0.01727404957593672,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
295,0.2985093323312038,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
296,0.3736690467242891,0.0,0.0,0.05410739813385612,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
297,0.2922460227984467,0.0,0.0,0.014110458666029575,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0
298,0.02292371288989102,0.125,0.2222222222222222,0.29580589980036276,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,0
299,0.3736690467242891,0.0,0.0,0.05953203526170282,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,1
300,0.6242014280345735,0.0,0.1111111111111111,0.4831284260198326,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
301,0.3736690467242891,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7999999999999999,1
302,0.3736690467242891,0.25,0.0,0.04538097769949478,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7619047619047619,1
303,0.2358762370036327,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,0
304,0.3736690467242891,0.0,0.0,0.024105594605968193,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.5714285714285714,1
305,0.3736690467242891,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
306,0.009394964299135663,0.125,0.2222222222222222,0.29580589980036276,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,1
307,0.3736690467242891,0.0,0.0,0.21642978772242535,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
308,0.21082299887260428,0.125,0.0,0.2125586439344078,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5714285714285714,1
309,0.3736690467242891,0.125,0.0,0.04684488020593009,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,0
310,0.3736690467242891,0.0,0.0,0.11111839809247648,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5714285714285714,1
311,0.2985093323312038,0.0,0.0,0.16231419173453318,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7619047619047619,1
312,0.22334961793811847,0.25,0.2222222222222222,0.5121218935012878,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6857142857142857,1
313,0.32356257046223225,0.125,0.1111111111111111,0.050748620223090936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
314,0.3486158085932607,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
315,0.5365150945759739,0.125,0.1111111111111111,0.05123658772523604,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,0
316,0.32356257046223225,0.0,0.0,0.015330377421392339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
317,0.2985093323312038,0.125,0.0,0.050748620223090936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
318,0.6743079042966303,0.0,0.0,0.027326180120125887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
319,0.3861956657898033,0.0,0.2222222222222222,0.32179836714362564,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7619047619047619,1
320,0.4989352373794313,0.125,0.1111111111111111,0.2625265161540666,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5714285714285714,1
321,0.27345609420017536,0.0,0.0,0.014151057562208049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
322,0.33608918952774647,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
323,0.3736690467242891,0.0,0.0,0.024105594605968193,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
324,0.27345609420017536,0.125,0.1111111111111111,0.056604230248832196,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,1
325,0.3736690467242891,1.0,0.2222222222222222,0.13575255909676823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5194805194805194,0
326,0.4488287611173744,0.0,0.0,0.2647385704347907,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5714285714285714,1
327,0.7619942377552299,0.0,0.0,0.012174789178520372,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
328,0.4488287611173744,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.5714285714285714,1
329,0.3861956657898033,0.125,0.1111111111111111,0.04006213192611313,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7142857142857143,1
330,0.19829637980709008,0.0,0.1111111111111111,0.11316786160148591,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8571428571428571,1
331,0.3736690467242891,0.25,0.0,0.04538097769949478,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7619047619047619,1
332,0.5678316422397595,0.0,0.0,0.055628295244541985,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0
333,0.47388199924840285,0.0,0.1111111111111111,0.2995388511917728,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.7619047619047619,0
334,0.19829637980709008,0.25,0.0,0.03513366015444757,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.42857142857142855,0
335,0.3736690467242891,0.125,0.0,0.2608674266467732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,1
336,0.3736690467242891,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
337,0.36114242765877486,0.125,0.0,0.12999454257145598,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5714285714285714,0
338,0.5114618564449455,0.0,0.0,0.2625265161540666,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5714285714285714,1
339,0.5615683327070023,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
340,0.5615683327070023,0.0,0.0,0.06929138530460492,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0
341,0.02292371288989102,0.125,0.1111111111111111,0.050748620223090936,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7619047619047619,1
342,0.2985093323312038,0.375,0.2222222222222222,0.5133418122566505,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6666666666666667,1
343,0.3486158085932607,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
344,0.311035951396718,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
345,0.4488287611173744,0.0,0.0,0.025374310111545468,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
346,0.2985093323312038,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.7619047619047619,1
347,0.4989352373794313,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
348,0.3736690467242891,0.125,0.0,0.031425107138144774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
349,0.035450331955405236,0.125,0.1111111111111111,0.031034733136428686,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7619047619047619,1
350,0.5239884755104597,0.0,0.0,0.016908073949327893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
351,0.2859827132656896,0.0,0.0,0.01800600082915438,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
352,0.3736690467242891,0.0,0.0,0.06831545030031472,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0
353,0.18576976074157586,0.125,0.1111111111111111,0.014110458666029575,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.42857142857142855,0
354,0.311035951396718,0.125,0.0,0.034743286152731485,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
355,0.3736690467242891,0.0,0.0,0.014102260811993537,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0
356,0.3486158085932607,0.0,0.0,0.018542765081513996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
357,0.27345609420017536,0.0,0.1111111111111111,0.10735285047192313,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5714285714285714,1
358,0.47388199924840285,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
359,0.3736690467242891,0.0,0.0,0.01537917417160685,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
360,0.3736690467242891,0.0,0.0,0.01537917417160685,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
361,0.4989352373794313,0.125,0.4444444444444444,0.05445717323939373,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4761904761904762,0
362,0.36114242765877486,0.125,0.0,0.05410739813385612,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
363,0.5615683327070023,0.0,0.1111111111111111,0.028212719478023115,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
364,0.4363021420518602,0.0,0.0,0.013760683560491965,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
365,0.3736690467242891,0.125,0.0,0.030253985132996517,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,0
366,0.3736690467242891,0.0,0.0,0.014151057562208049,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
367,0.7494676186897157,0.125,0.0,0.14687821814567664,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5714285714285714,1
368,0.3736690467242891,0.0,0.0,0.014110458666029575,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
369,0.3736690467242891,0.0,0.0,0.015126992566498259,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5714285714285714,1
370,0.2985093323312038,0.0,0.0,0.13526459159462315,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
371,0.311035951396718,0.125,0.0,0.1082149914547131,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.5714285714285714,1
372,0.22334961793811847,0.125,0.0,0.012678957201736696,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0
373,0.2358762370036327,0.0,0.0,0.015712553569072387,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
374,0.27345609420017536,0.0,0.0,0.2647385704347907,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
375,0.035450331955405236,0.375,0.1111111111111111,0.04113566043083236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4571428571428572,0
376,0.3736690467242891,0.125,0.0,0.16038672010106,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
377,0.27345609420017536,0.0,0.0,0.014151057562208049,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
378,0.33608918952774647,0.0,0.2222222222222222,0.41282050681475896,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.380952380952381,0
379,0.24840285606914692,0.0,0.0,0.007831878409428937,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.2857142857142857,0
380,0.2358762370036327,0.0,0.0,0.015175789316712771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.42857142857142855,0
381,0.5239884755104597,0.0,0.0,0.4440992237022602,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
382,0.0103970938243768,0.0,0.2222222222222222,0.030725752114070404,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7619047619047619,1
383,0.3987222848553175,0.0,0.0,0.015468569817999833,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
384,0.4363021420518602,0.125,0.0,0.10149724044618187,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
385,0.3736690467242891,0.0,0.0,0.015411575213749284,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0
386,0.22334961793811847,0.0,0.0,0.1434624456306609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0
387,0.0103970938243768,0.625,0.2222222222222222,0.09154270340242172,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0
388,0.4488287611173744,0.0,0.0,0.025374310111545468,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,1
389,0.3736690467242891,0.0,0.0,0.015086393670319786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0
390,0.21082299887260428,0.0,0.0,0.023422440102965045,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5714285714285714,1
